Name,Value, Ball Control, Dribbling, Marking, Slide Tackle, Stand Tackle, Aggression, Reactions, Att. Position, Interceptions, Vision, Composure, Crossing, Short Pass, Long Pass, Acceleration, Stamina, Strength, Balance, Sprint Speed, Agility, Jumping, Heading, Shot Power, Finishing, Long Shots, Curve, FK Acc., Penalties, Volleys, GK Positioning, GK Diving, GK Handling, GK Kicking, GK Reflexes,Tag
2625,22000000,75,80,20,24,35,72,66,68,31,63,66,68,62,55,88,67,53,89,87,83,78,47,81,74,70,65,56,62,57,13,8,8,10,10,1
2626,22000000,68,71,11,29,26,68,69,72,19,57,54,39,62,49,74,76,73,68,77,75,80,71,78,74,69,56,54,65,70,14,10,11,10,9,1
2627,400000,75,77,29,28,29,56,66,64,43,72,71,73,74,73,82,56,58,86,83,87,61,39,74,63,70,71,75,59,62,9,16,8,9,7,4
2628,20000000,75,69,70,73,68,59,69,61,67,42,38,74,73,56,75,82,59,80,77,76,57,54,49,62,58,66,52,58,43,14,14,13,7,9,4
2629,22000000,73,77,42,46,53,61,60,69,34,69,57,68,69,60,82,83,71,83,87,82,81,55,61,60,52,61,60,59,47,15,9,16,7,10,1
2630,22000000,75,74,13,21,29,63,70,70,25,51,63,32,74,44,76,62,76,63,76,73,67,70,70,70,68,66,57,61,69,15,7,12,6,14,4
2631,20000000,74,76,59,58,64,68,74,75,72,72,58,68,73,69,75,73,64,67,76,80,61,55,69,68,74,68,73,63,79,9,9,12,16,16,1
2632,22000000,75,78,22,48,44,61,66,66,35,69,45,70,64,42,90,73,44,70,85,91,90,60,73,66,74,77,66,50,67,9,8,9,11,13,1
2633,22000000,77,80,28,27,31,60,71,63,34,58,70,64,64,57,92,73,32,89,91,91,62,53,77,65,67,66,66,71,68,13,11,8,8,14,1
2634,20000000,73,63,69,68,74,74,73,20,75,56,60,57,73,70,56,71,74,61,35,54,67,46,60,36,60,55,46,53,37,6,12,11,9,9,4
2635,20000000,14,12,13,16,12,17,71,17,17,20,27,15,24,26,50,35,60,61,48,30,55,19,18,12,14,20,12,14,21,72,74,71,67,75,2
2636,20000000,74,73,72,69,71,77,70,64,71,57,62,73,70,60,80,75,59,75,85,73,72,62,37,29,35,46,40,45,30,14,7,11,8,12,3
2637,20000000,61,46,79,73,75,64,69,25,72,49,63,34,64,54,75,66,71,55,73,63,74,75,53,30,22,30,28,40,32,8,13,10,11,15,3
2638,20000000,10,17,22,11,11,22,63,11,22,33,30,18,35,29,54,44,35,57,52,52,62,15,25,18,15,18,13,22,19,74,78,72,65,69,2
2639,22000000,77,81,28,35,40,62,69,65,32,71,60,69,72,59,84,67,57,84,75,82,64,59,67,63,70,74,70,68,59,14,9,14,13,10,1
2640,20000000,66,65,74,70,68,78,64,59,73,66,64,63,71,74,71,86,75,66,69,73,81,55,81,60,74,68,69,70,65,7,7,16,11,9,1
2641,22000000,74,76,35,31,34,48,78,65,43,72,74,67,72,64,87,68,34,91,84,90,65,46,65,63,58,74,67,58,67,13,6,14,13,15,4
2642,22000000,69,70,11,16,12,64,77,69,26,63,62,58,68,47,75,76,73,68,72,71,74,69,69,78,67,64,53,80,75,14,12,9,6,7,1
2643,20000000,73,72,69,70,71,66,73,65,67,68,72,70,70,65,77,79,70,70,78,77,79,66,66,62,60,55,33,50,43,16,10,9,15,13,3
2644,1000000,27,17,10,12,17,21,72,11,22,38,48,11,32,20,33,33,61,44,34,44,68,12,22,9,7,18,16,20,13,75,71,68,62,78,2
2645,22000000,72,73,67,69,68,66,71,68,69,68,69,71,68,66,82,87,65,73,78,75,74,56,67,57,62,69,57,49,61,13,14,6,11,10,1
2646,22000000,81,79,42,32,41,37,63,69,37,69,63,70,76,69,75,61,44,80,75,79,66,54,71,59,66,80,77,48,59,10,15,14,7,7,4
2647,1000000,72,76,36,39,38,62,65,65,38,70,58,73,74,63,86,75,62,79,83,80,60,46,79,69,73,67,63,61,63,16,14,10,7,11,1
2648,20000000,77,75,57,50,55,42,66,64,47,76,67,72,79,70,76,77,54,85,70,84,45,47,66,50,64,74,57,41,59,9,9,15,12,7,4
2649,22000000,67,58,19,22,21,56,67,71,19,52,56,40,63,35,62,68,92,32,72,46,72,78,82,73,66,44,33,76,64,19,29,33,27,34,4
2650,22000000,76,72,55,64,64,53,71,70,65,70,73,71,71,70,78,79,68,76,79,77,75,65,71,65,70,74,74,61,67,10,11,15,16,9,1
2651,20000000,75,73,69,71,74,66,75,73,70,66,68,72,69,70,79,77,63,70,78,75,76,41,79,53,76,79,78,56,53,16,11,10,12,11,1
2652,22000000,73,77,32,30,31,58,63,67,47,68,57,62,67,66,90,68,86,53,92,72,53,54,79,71,73,70,74,69,65,8,13,8,11,8,1
2653,20000000,73,70,37,46,43,68,71,72,38,73,77,65,74,69,70,82,64,63,68,76,48,40,74,69,74,69,55,63,64,10,12,7,9,7,4
2654,20000000,72,74,66,71,72,74,74,61,64,65,76,70,65,64,85,79,83,74,87,75,85,62,68,54,56,53,46,53,57,15,8,7,14,9,1
2655,20000000,67,62,70,72,74,83,72,56,73,59,67,58,73,69,67,74,75,66,66,68,68,71,66,38,47,44,43,50,39,12,12,10,11,15,3
2656,22000000,72,75,40,37,35,65,71,66,48,60,69,70,67,62,95,78,66,69,95,83,68,65,68,60,55,66,59,61,51,11,8,15,16,10,1
2657,20000000,66,44,75,64,68,79,70,39,75,42,64,26,69,70,65,77,86,49,55,56,64,70,40,23,20,24,25,34,30,10,10,16,15,12,3
2658,20000000,62,79,75,72,69,73,77,43,65,68,58,78,67,59,84,70,60,69,82,77,70,57,42,33,37,68,39,47,48,6,9,11,12,15,3
2659,2250000,70,69,16,17,30,65,72,75,24,58,67,64,64,48,77,74,83,59,73,69,66,76,72,73,56,69,69,71,57,13,15,9,10,9,1
2660,1000000,17,20,16,11,15,19,73,15,22,17,31,14,25,20,40,38,71,50,42,60,65,14,22,10,18,18,16,22,12,70,74,69,71,77,2
2661,20000000,52,40,74,72,76,74,70,21,74,25,62,32,50,52,60,70,79,54,69,65,70,69,69,21,41,31,36,39,19,5,7,10,5,10,3
2662,20000000,73,76,46,43,40,67,64,70,37,74,55,63,73,65,77,75,39,85,70,73,58,44,70,67,69,73,78,66,51,10,13,13,14,8,4
2663,1700000,66,57,71,74,68,88,72,48,80,64,75,45,64,68,63,83,70,83,61,76,93,68,67,45,49,56,45,48,49,10,12,10,7,15,3
2664,20000000,57,54,72,73,75,70,65,30,74,55,62,48,64,52,54,60,77,60,63,54,83,75,53,30,32,37,40,47,49,13,7,9,7,14,3
2665,20000000,65,55,67,75,75,76,74,41,64,45,73,43,64,58,64,69,78,61,69,63,72,75,60,33,31,33,35,41,33,14,9,9,14,9,3
2666,20000000,71,73,50,46,59,76,67,74,68,73,67,54,77,68,75,85,68,73,75,70,70,64,66,67,61,66,64,51,51,15,14,10,15,13,1
2667,20000000,74,76,21,26,24,39,60,70,31,71,66,70,74,70,80,68,44,82,79,79,48,37,67,63,68,65,69,67,67,10,11,15,11,16,4
2668,20000000,71,72,71,71,74,68,71,67,66,60,65,71,72,59,77,83,72,64,83,73,61,55,67,49,65,53,36,47,56,15,13,15,10,10,3
2669,20000000,74,72,63,66,71,71,72,64,70,80,75,62,75,75,70,84,70,66,72,71,53,61,66,56,64,69,67,51,60,12,12,13,8,10,4
2670,22000000,73,75,24,23,22,62,68,76,28,65,73,67,65,53,82,75,46,81,85,82,70,70,76,75,70,66,69,67,67,11,12,9,9,12,1
2671,22000000,64,69,22,15,24,82,66,77,24,64,70,55,63,54,75,74,76,57,74,64,72,72,74,77,69,67,74,71,68,9,12,12,11,9,1
2672,20000000,23,11,14,11,15,41,69,18,13,45,52,12,34,35,25,43,57,57,21,24,77,18,25,12,19,9,12,27,14,71,72,78,66,72,2
2673,20000000,21,11,14,10,12,36,75,12,16,16,39,15,33,32,41,34,68,24,45,43,62,14,18,17,15,10,14,19,19,71,73,65,68,78,2
2674,22000000,77,79,41,29,31,61,64,76,55,78,64,66,76,69,76,68,58,75,75,78,77,64,71,73,67,77,68,76,69,13,6,9,14,9,1
2675,22000000,66,63,15,23,24,43,69,69,22,54,67,58,66,49,68,71,83,38,78,58,73,81,73,74,63,46,39,68,68,13,10,11,9,12,4
2676,22000000,74,76,43,45,46,58,69,66,37,67,57,68,73,62,87,62,63,80,84,78,64,47,81,63,64,54,38,66,67,9,14,10,10,7,4
2677,2500000,23,17,12,13,19,39,70,10,14,69,66,19,30,21,38,31,64,62,35,67,53,16,16,14,17,15,18,17,13,72,73,69,68,74,2
2678,22000000,68,69,12,13,21,46,72,73,35,34,75,59,60,52,86,66,63,80,83,84,71,67,72,77,71,50,75,72,68,8,10,7,16,8,1
2679,1000000,77,77,55,44,45,48,64,70,54,72,65,65,71,61,79,74,60,80,79,79,59,40,77,64,78,82,81,61,48,14,9,10,11,13,4
2680,20000000,21,13,16,9,10,22,59,13,23,47,46,19,26,35,33,20,73,65,35,35,52,11,21,10,10,10,13,21,15,75,74,72,71,75,2
2681,20000000,73,82,29,23,43,64,71,60,49,69,70,72,77,64,71,72,67,77,72,78,55,53,74,74,69,65,62,74,63,15,13,16,13,12,4
2682,20000000,13,14,12,15,20,34,65,12,15,42,38,18,32,27,35,30,56,42,34,41,56,14,22,13,20,24,22,22,25,68,76,69,80,76,2
2683,20000000,74,73,56,51,53,71,73,71,55,69,65,66,73,69,68,82,73,31,69,58,64,72,74,75,76,58,54,65,66,10,9,14,15,14,4
2684,20000000,66,63,74,69,74,81,77,62,69,71,76,61,67,73,69,84,72,68,69,60,75,53,88,65,86,62,59,56,69,11,7,9,11,7,3
2685,1500000,71,70,72,70,69,66,70,62,70,63,68,71,68,65,87,83,55,80,84,82,82,53,72,53,64,75,67,58,52,8,14,12,8,12,1
2686,20000000,77,80,19,21,17,67,63,62,35,64,66,70,68,59,90,64,58,78,90,91,80,46,79,65,57,41,45,50,58,8,11,7,7,6,1
2687,20000000,72,69,72,69,73,83,68,32,73,58,52,59,73,67,66,74,75,75,73,67,68,62,75,47,68,56,40,42,43,15,16,8,10,9,3
2688,1500000,77,76,34,33,36,44,60,70,45,77,58,64,72,67,70,59,70,63,66,77,55,70,66,69,73,43,50,56,59,12,10,11,14,14,4
2689,20000000,76,69,25,14,19,69,75,77,38,57,68,54,64,43,60,82,78,55,54,64,66,76,71,75,66,44,41,69,64,9,7,11,7,7,4
2690,20000000,74,70,58,58,70,69,70,63,70,68,73,50,74,76,72,89,72,64,73,67,72,59,83,48,67,64,69,64,50,16,6,8,15,12,1
2691,20000000,73,66,75,80,78,88,69,52,68,48,67,66,67,62,72,73,71,69,68,71,65,62,35,43,32,34,26,47,30,13,7,13,15,15,3
2692,20000000,64,63,24,23,31,67,70,81,44,51,73,53,59,53,67,71,84,51,68,63,81,72,76,74,67,49,67,65,66,11,11,8,15,7,4
2693,20000000,78,77,43,36,42,55,68,60,52,75,68,54,73,60,77,81,65,77,75,76,32,44,66,62,74,74,59,53,68,14,7,7,13,10,4
2694,20000000,71,73,41,40,47,64,68,66,69,71,69,76,74,75,79,70,67,69,77,73,70,60,76,68,76,75,75,69,64,14,12,13,11,9,1
2695,20000000,64,59,69,68,72,84,70,65,73,62,65,56,72,62,71,92,86,68,72,74,66,60,71,45,56,56,38,55,39,16,7,8,11,10,3
2696,20000000,56,37,75,76,71,87,74,24,73,49,63,51,65,64,60,68,74,60,68,61,77,61,31,18,24,50,47,52,13,7,12,14,9,6,3
2697,20000000,66,63,77,74,75,74,61,56,77,52,72,67,66,62,81,76,69,71,78,72,69,63,81,40,67,65,50,48,48,10,12,6,14,7,3
2698,1750000,72,65,25,23,19,63,71,72,33,68,57,56,69,53,70,73,80,56,74,72,80,75,75,71,65,55,55,69,67,10,10,7,13,12,1
2699,20000000,23,13,12,19,13,30,64,12,25,35,60,14,12,13,33,27,65,32,32,34,70,11,24,13,17,18,17,17,16,68,76,72,60,80,2
2700,20000000,65,49,72,73,76,73,68,12,74,18,63,35,65,62,69,52,73,66,68,59,72,71,38,24,20,18,22,30,12,8,15,7,7,9,3
2701,1500000,77,77,32,33,46,82,74,71,21,69,73,73,70,64,90,73,61,78,89,85,77,58,73,70,67,67,73,77,61,11,11,11,11,11,1
2702,1250000,69,69,27,25,24,83,74,74,42,58,65,63,68,40,68,78,81,56,71,64,75,75,76,68,61,53,47,59,70,7,8,7,9,6,1
2703,20000000,74,67,15,25,25,61,71,73,16,66,67,53,59,45,87,77,83,65,78,81,90,70,68,74,60,71,56,73,70,13,13,16,12,11,1
2704,20000000,68,68,74,74,75,71,70,67,69,62,62,73,69,64,68,78,74,68,78,62,66,60,72,41,41,60,52,49,60,11,12,15,15,12,3
2705,20000000,67,65,72,67,73,85,73,54,77,57,67,44,72,69,69,78,78,57,66,61,83,69,73,32,71,47,37,36,41,12,15,12,12,8,3
2706,2000000,60,60,75,74,78,79,70,25,74,32,68,25,45,50,65,75,76,53,66,55,72,69,67,25,34,48,52,35,22,10,10,6,13,10,3
2707,2500000,72,65,73,71,73,76,74,60,75,62,67,71,71,70,74,75,69,65,74,71,67,62,70,53,62,64,58,65,48,13,10,8,7,13,3
2708,3000000,74,75,67,72,74,67,72,66,68,65,67,67,73,63,88,77,72,72,86,74,60,55,63,46,38,59,42,56,49,7,13,9,15,14,3
2709,20000000,76,76,22,21,24,38,69,73,30,66,65,73,65,57,82,61,41,81,79,86,55,40,66,66,69,73,73,68,44,8,9,12,15,8,4
2710,20000000,74,77,55,55,54,67,68,66,61,68,75,64,70,60,90,74,55,86,83,84,80,52,70,58,67,59,59,57,64,6,15,12,14,15,1
2711,2000000,71,68,27,31,33,57,71,74,25,64,66,55,69,58,65,71,80,58,67,67,63,73,74,74,61,63,44,71,69,6,15,7,13,6,4
2712,20000000,61,59,72,74,72,67,67,52,74,65,59,65,68,65,62,69,78,57,68,56,70,71,60,40,55,33,31,37,49,12,13,12,13,14,3
2713,2250000,75,71,67,67,70,67,72,65,65,73,77,45,73,67,65,84,74,70,62,64,76,68,73,62,74,63,52,56,58,12,16,11,13,16,4
2714,20000000,24,17,14,18,12,31,65,8,12,39,27,14,18,32,37,28,62,28,43,36,64,12,12,12,17,18,16,20,19,74,74,69,68,76,2
2715,600000,67,66,69,72,72,70,70,54,74,65,72,66,70,62,82,91,62,81,76,73,75,54,35,23,24,63,59,48,53,14,13,6,6,12,3
2716,20000000,73,67,73,69,74,68,57,61,71,53,54,81,70,66,75,82,56,67,78,76,72,59,79,44,61,64,57,55,40,14,16,9,16,12,3
2717,20000000,59,56,71,68,76,77,67,51,71,56,68,42,67,68,53,66,81,59,61,53,68,72,78,48,60,43,41,59,46,8,10,11,12,10,4
2718,20000000,74,73,57,62,58,73,78,71,73,81,62,68,68,65,68,78,69,75,69,85,82,61,70,64,68,46,50,57,50,10,10,7,6,7,1
2719,2000000,73,71,63,66,72,79,73,67,74,69,72,63,73,69,68,92,65,85,55,90,82,55,64,45,56,62,60,58,48,12,14,10,14,9,3
2720,20000000,76,80,18,19,23,37,63,65,31,69,63,73,71,65,87,44,63,77,84,83,61,49,77,69,64,75,69,62,60,12,14,13,12,16,4
2721,1250000,68,75,30,29,33,60,71,72,34,64,68,69,70,58,87,77,67,78,83,77,67,45,74,64,60,60,53,62,59,6,7,6,13,8,1
2722,20000000,74,77,36,46,49,59,75,69,43,70,77,51,77,60,85,79,67,82,88,90,72,58,75,60,63,72,68,61,67,7,6,8,12,13,1
2723,20000000,71,75,19,35,24,75,69,73,46,63,67,64,62,52,93,82,77,90,91,86,90,66,73,70,66,63,36,65,56,15,16,15,14,15,1
2724,20000000,76,78,23,27,29,52,70,71,39,70,68,64,68,65,83,78,53,76,81,82,60,47,62,59,63,67,61,63,66,11,16,10,13,11,1
2725,20000000,75,67,64,63,68,73,73,66,71,69,67,31,77,73,64,75,80,59,55,66,82,74,75,51,72,67,71,57,52,11,9,11,8,7,4
2726,20000000,58,45,75,70,76,67,70,21,77,28,71,18,55,47,54,54,81,54,54,55,78,70,40,14,29,12,25,18,26,12,8,12,15,13,3
2727,2000000,73,75,42,56,60,63,72,68,72,71,58,69,74,70,77,87,43,87,75,81,58,39,68,59,70,74,71,49,62,16,16,15,10,11,4
2728,20000000,75,72,30,28,44,66,72,75,42,67,70,66,72,66,77,76,64,61,77,73,73,61,77,71,73,68,54,69,72,11,14,16,7,12,1
2729,20000000,65,69,63,68,70,63,73,73,63,62,60,72,67,66,87,90,71,80,90,70,86,58,72,24,66,76,73,70,24,7,11,11,13,15,1
2730,20000000,74,72,58,69,70,70,70,63,75,74,80,60,80,73,74,80,65,81,71,75,74,42,61,60,59,51,46,50,45,11,9,12,13,11,4
2731,20000000,77,78,15,12,13,30,68,68,15,75,68,68,72,62,89,77,53,91,85,91,33,47,68,66,68,72,65,56,64,6,9,8,14,11,4
2732,20000000,81,75,55,48,67,65,72,64,80,70,70,45,79,64,85,86,32,92,82,83,64,46,50,50,44,66,43,49,47,12,7,14,14,10,4
2733,3000000,74,68,57,56,59,72,77,75,65,69,71,76,75,69,67,84,56,91,54,77,74,59,74,69,69,80,77,74,71,7,14,11,10,10,1
2734,20000000,71,64,26,15,27,76,70,75,20,58,75,59,63,45,72,71,78,74,75,67,75,66,84,73,66,64,65,74,75,10,10,14,15,11,1
2735,20000000,15,12,12,13,14,24,61,16,17,33,43,11,15,22,47,41,52,58,55,70,73,15,25,12,12,13,16,24,14,74,73,76,59,75,2
2736,5750000,59,58,72,71,74,77,66,50,73,43,73,48,65,62,66,65,72,65,70,73,78,71,53,38,25,38,21,26,39,9,8,16,10,10,3
2737,1500000,72,68,64,69,72,61,73,64,72,71,74,74,76,74,64,78,70,75,54,71,74,58,73,67,64,80,76,78,63,6,13,8,14,6,4
2738,300000,81,82,11,15,15,33,70,72,19,73,74,60,70,45,75,60,58,66,76,78,43,59,59,62,63,79,65,75,65,15,13,14,9,15,4
2739,2000000,73,66,67,63,63,67,71,74,70,71,74,55,75,70,74,93,54,90,72,83,71,56,73,67,68,67,63,61,60,12,14,13,11,10,1
2740,1300000,68,67,72,76,75,70,70,69,70,59,69,70,72,60,67,77,77,58,79,68,65,58,74,66,64,59,52,59,65,6,9,8,8,16,3
2741,1200000,76,71,47,34,39,57,72,66,55,78,70,78,82,83,42,54,64,65,51,53,34,53,79,59,78,82,79,71,56,13,14,14,9,10,4
2742,2000000,63,50,73,73,72,68,71,40,72,57,66,47,67,63,61,59,73,61,67,59,85,79,65,40,40,43,60,56,48,13,12,14,12,6,3
2743,1000000,74,71,69,72,71,80,68,60,72,60,74,75,71,69,78,75,76,73,78,73,73,60,82,40,67,73,77,57,57,16,7,16,12,14,1
2744,450000,73,73,30,29,35,56,64,67,31,75,72,57,74,68,75,58,51,79,73,82,74,68,78,68,72,73,75,63,69,10,6,14,16,9,1
2745,750000,75,73,63,71,69,68,65,64,67,74,73,70,76,75,69,72,69,82,69,75,64,57,80,64,76,64,60,74,72,6,5,15,14,7,1
2746,2000000,72,70,68,66,70,76,70,68,70,68,63,67,73,72,75,92,65,72,77,78,73,64,72,61,71,63,65,60,59,6,8,10,16,7,1
2747,350000,75,73,38,46,45,65,70,80,59,74,81,73,73,69,65,74,54,73,65,67,53,53,64,72,66,66,67,73,68,15,13,8,8,15,4
2748,20000000,63,59,74,70,73,65,71,50,73,53,76,60,68,68,33,70,80,63,43,48,75,74,80,56,70,75,76,83,71,6,15,10,16,6,4
2749,20000000,22,16,19,14,13,19,70,17,18,15,34,14,21,20,46,35,80,33,35,30,53,15,12,17,17,17,13,21,19,75,69,77,57,71,2
2750,20000000,58,57,76,69,77,61,67,40,72,49,70,58,70,62,46,68,68,54,47,53,79,82,68,36,55,53,43,53,51,11,10,11,14,8,3
2751,800000,75,70,70,72,71,66,70,64,70,70,76,85,77,77,70,70,66,72,73,72,74,58,72,46,62,80,76,50,62,12,6,5,7,7,3
2752,800000,72,56,30,19,32,76,74,82,41,69,73,49,61,44,33,68,91,34,33,39,54,82,83,75,66,55,59,77,74,13,6,14,8,14,4
2753,250000,14,13,15,20,23,26,69,5,21,61,52,16,25,12,35,32,33,34,35,27,43,11,25,9,9,10,23,19,8,71,76,73,62,74,2
2754,1000000,76,68,67,61,66,71,74,61,67,70,66,68,81,72,69,73,66,73,72,71,68,67,75,58,66,76,73,63,62,12,7,8,6,6,4
2755,800000,55,41,72,78,74,75,56,25,77,55,55,44,77,52,58,66,74,60,57,56,73,70,33,38,23,33,40,41,41,13,14,11,7,11,3
2756,2000000,72,64,20,22,24,78,67,74,43,58,70,60,61,55,64,71,85,62,68,64,71,81,77,73,71,63,53,77,65,14,8,15,6,11,1
2757,1000000,19,16,13,12,15,34,65,13,24,35,42,18,31,28,46,24,68,34,28,44,72,14,19,13,11,15,14,22,15,74,74,69,65,76,2
2758,20000000,76,70,32,26,39,73,66,71,41,77,72,81,73,78,60,62,58,69,64,65,53,45,69,77,78,84,82,78,67,6,7,13,7,7,4
2759,1500000,70,67,17,14,16,73,79,76,41,55,71,35,53,38,66,65,75,63,69,63,78,74,76,72,68,59,57,63,67,11,12,12,8,10,4
2760,20000000,68,66,21,34,26,83,73,76,55,62,75,49,67,55,62,80,75,72,69,70,69,72,80,74,73,62,63,73,75,6,7,12,8,6,1
2761,800000,74,72,56,62,61,77,74,72,33,65,66,71,67,65,86,67,63,73,89,85,59,58,70,68,67,64,51,64,66,16,6,13,15,12,1
2762,20000000,69,72,25,21,28,52,73,67,46,81,82,80,74,78,72,67,60,83,73,70,61,48,64,66,71,81,67,66,56,16,10,12,13,10,4
2763,1800000,74,66,64,64,70,74,72,64,74,72,71,68,76,74,72,76,66,66,71,72,71,64,73,52,72,66,70,58,66,10,13,6,11,5,4
2764,20000000,75,75,16,20,22,80,71,70,31,66,66,66,68,55,87,67,66,77,87,81,64,62,70,66,65,59,48,72,69,14,9,10,16,16,1
2765,20000000,65,59,68,80,76,59,71,59,75,65,80,81,69,75,68,59,72,71,74,69,70,69,67,52,59,82,80,51,56,16,9,13,11,9,3
2766,500000,71,57,22,21,27,77,66,75,22,56,77,50,64,50,67,71,85,75,53,51,81,76,76,77,80,52,64,74,71,15,8,12,12,14,4
2767,250000,56,45,73,72,74,86,62,26,71,62,70,44,61,65,67,59,82,56,50,63,82,71,67,34,40,58,64,58,50,16,12,15,12,13,3
2768,300000,73,65,77,70,73,78,80,55,73,68,69,79,77,73,68,61,66,68,68,62,75,64,77,53,69,74,74,60,62,8,12,12,16,11,3
2769,250000,71,76,68,69,76,79,77,58,71,73,81,61,73,81,53,54,47,71,54,70,75,61,73,49,66,58,59,50,62,8,15,8,9,14,4
2770,300000,67,64,66,58,72,82,61,57,68,73,71,62,77,83,65,82,74,68,63,66,56,42,75,56,64,72,73,51,49,9,14,11,12,16,4
2771,20000000,73,64,59,62,72,74,68,59,73,73,75,71,78,81,51,73,74,68,53,56,54,49,80,62,73,83,81,83,69,16,13,10,16,7,4
2772,900000,71,73,25,17,23,62,70,78,40,59,76,41,62,53,62,62,73,67,61,69,72,76,72,76,70,63,59,66,70,9,15,13,11,16,4
2773,1250000,70,55,67,69,75,73,69,61,71,67,69,60,74,72,50,74,80,47,55,53,54,68,82,55,73,62,59,58,56,8,16,13,8,6,4
2774,200000,62,62,74,73,73,68,73,45,75,64,75,72,74,62,68,70,74,61,72,66,65,62,52,34,48,43,40,40,44,11,15,11,12,9,3
2775,20000000,18,14,12,14,15,27,71,13,23,47,59,11,30,32,59,39,67,49,58,59,62,12,10,13,11,11,12,17,12,73,72,69,69,75,2
2776,20000000,73,75,42,43,52,56,74,70,56,74,73,70,73,66,76,79,53,78,75,76,70,62,65,62,62,72,65,63,66,8,6,7,7,7,1
2777,800000,75,73,13,14,20,50,75,83,13,65,67,53,65,60,38,60,64,78,47,78,47,71,77,76,68,71,68,82,75,15,10,16,9,15,4
2778,700000,75,70,70,66,69,68,75,72,68,79,79,80,76,75,36,39,76,61,36,63,68,60,77,71,72,82,86,82,64,14,15,9,15,7,4
2779,300000,61,47,75,76,76,79,68,44,76,48,64,61,55,54,68,34,68,72,64,69,68,67,53,47,44,43,32,34,48,6,9,7,6,6,3
2780,20000000,73,69,68,73,71,70,70,66,69,54,68,77,65,69,82,78,71,81,76,66,76,57,77,39,69,68,67,57,50,7,12,11,11,12,3
2781,3500000,76,74,52,57,60,74,74,69,48,76,76,69,77,73,69,69,56,70,67,67,60,59,73,63,73,68,74,66,64,11,9,6,8,8,4
2782,20000000,51,37,75,59,78,80,63,38,74,49,65,38,63,58,32,52,89,35,34,33,54,77,57,26,24,27,23,25,22,15,13,8,11,10,4
2783,1500000,58,53,76,70,73,75,65,39,76,39,65,61,64,52,53,33,82,64,49,56,60,70,69,25,48,49,63,55,36,10,15,10,11,15,4
2784,2000000,74,74,44,48,53,78,75,76,60,74,62,71,73,61,68,79,68,73,72,66,73,63,80,65,75,60,61,66,69,15,13,7,9,15,1
2785,550000,75,74,25,27,29,31,70,74,28,64,65,60,70,65,68,65,75,60,65,70,71,70,75,71,69,80,69,75,72,7,7,6,9,5,4
2786,250000,60,54,73,71,76,78,62,22,72,19,68,20,45,37,55,51,86,49,50,30,83,66,58,48,53,18,21,25,22,10,8,11,12,9,4
2787,1700000,77,74,20,22,27,48,77,70,14,72,73,69,72,70,81,71,34,90,73,81,32,50,74,61,68,81,78,68,72,10,13,9,12,9,4
2788,1500000,62,42,75,71,75,76,71,34,67,57,66,48,68,66,54,64,74,46,53,39,66,79,58,27,32,35,57,65,35,11,12,7,11,11,4
2789,600000,74,65,71,74,75,70,71,66,71,50,77,75,73,71,72,70,70,59,75,67,69,68,70,45,68,67,53,59,60,8,15,9,9,10,3
2790,20000000,46,38,75,68,81,81,54,33,70,24,65,30,51,61,34,37,91,33,37,33,66,73,80,26,44,19,55,25,16,7,15,6,9,15,4
2791,2500000,73,69,73,72,77,73,65,58,68,59,69,75,70,64,68,76,77,60,70,58,55,68,64,25,62,51,61,44,26,8,12,6,10,12,3
2792,200000,10,14,12,17,16,43,63,14,24,37,49,16,35,37,45,42,76,50,44,59,73,13,21,16,14,13,10,12,14,76,73,73,64,74,2
2793,500000,73,69,68,73,73,77,70,73,67,63,70,77,71,68,74,78,69,70,78,79,66,64,72,58,71,70,52,52,50,8,5,5,8,12,1
2794,500000,70,64,70,73,72,71,65,49,73,52,45,70,68,67,66,55,76,65,72,68,73,70,73,44,58,57,64,65,33,16,16,12,8,15,3
2795,900000,73,69,70,73,76,70,68,69,72,75,73,77,74,76,69,75,78,62,77,70,68,64,80,50,73,81,76,64,55,5,4,5,6,4,1
2796,1300000,61,53,76,77,78,77,71,42,74,36,71,70,65,59,68,77,79,67,68,62,76,72,83,38,80,69,76,45,43,7,13,6,10,7,3
2797,350000,58,44,73,75,75,75,69,26,74,39,71,43,50,52,52,70,73,73,66,47,79,70,59,29,48,40,28,61,42,12,13,11,10,8,3
2798,1000000,75,76,70,74,74,68,70,72,72,74,76,76,75,75,69,69,65,79,69,69,69,68,74,51,73,76,68,72,63,5,5,4,5,4,1
2799,750000,57,35,77,78,81,85,75,31,79,57,63,42,69,53,34,69,85,45,34,38,64,81,65,28,39,36,32,57,25,12,16,6,8,11,3
2800,1500000,25,11,12,13,15,38,75,16,26,58,48,13,31,27,50,25,63,51,42,57,71,15,23,14,14,15,13,22,15,72,70,68,69,76,2
2801,500000,69,63,67,70,72,75,68,55,73,62,73,54,74,72,47,34,82,42,49,48,71,77,78,51,60,35,42,63,58,12,7,7,16,16,4
2802,200000,70,56,18,20,34,69,73,78,36,58,75,52,61,34,57,48,88,58,61,66,70,76,81,73,69,60,69,75,74,6,13,12,6,15,4
2803,500000,77,69,46,48,49,58,73,70,56,81,81,72,76,75,53,34,76,67,49,59,31,59,76,59,74,78,81,63,75,7,10,16,15,13,4
